,ID,genero,casado,idade,graduacao,profissao,experiencia_de_trabalho,pontuacao_gasto,tamanho_familia,var_1,seguimentacao
6492,461571,MASCULINO,NAO,27,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,C
6493,467624,MASCULINO,SIM,35,NAO,ENTRETENIMENTO,0.0,MEDIO,5.0,Cat_6,D
6494,463880,FEMININO,SIM,36,NAO,ENGENHEIRO,0.0,BAIXO,3.0,Cat_2,B
6495,462846,FEMININO,NAO,20,NAO,MARKETING,7.0,BAIXO,2.0,Cat_6,D
6496,459233,FEMININO,SIM,53,SIM,MARKETING,6.0,BAIXO,1.0,Cat_6,D
6498,465939,FEMININO,NAO,32,SIM,ENGENHEIRO,0.0,BAIXO,2.0,Cat_6,D
6499,467118,MASCULINO,SIM,55,SIM,ENTRETENIMENTO,1.0,MEDIO,3.0,Cat_7,B
6500,463815,MASCULINO,SIM,37,SIM,ENTRETENIMENTO,0.0,MEDIO,2.0,Cat_6,C
6502,459127,MASCULINO,NAO,43,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,7.0,Cat_6,D
6504,460165,FEMININO,NAO,40,SIM,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_3,A
6505,461678,FEMININO,SIM,87,NAO,ADVOGADO,1.0,BAIXO,1.0,Cat_6,A
6506,465096,MASCULINO,SIM,86,NAO,ADVOGADO,13.0,BAIXO,1.0,Cat_6,A
6507,464522,FEMININO,NAO,42,SIM,ENGENHEIRO,11.0,BAIXO,1.0,Cat_6,D
6508,460886,MASCULINO,NAO,37,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,B
6510,462184,MASCULINO,NAO,19,NAO,DOUTOR,0.0,BAIXO,4.0,Cat_6,D
6511,462956,MASCULINO,SIM,42,NAO,ARTISTA,7.0,MEDIO,5.0,Cat_6,B
6512,466422,MASCULINO,SIM,33,NAO,DOUTOR,0.0,BAIXO,4.0,Cat_4,D
6513,465324,MASCULINO,SIM,41,SIM,ARTISTA,8.0,BAIXO,2.0,Cat_6,B
6516,467257,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,10.0,BAIXO,4.0,Cat_6,D
6517,460254,FEMININO,NAO,32,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
6518,463158,MASCULINO,SIM,83,SIM,EXECUTIVO,0.0,ALTO,3.0,Cat_6,B
6519,467866,MASCULINO,SIM,50,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,C
6520,461685,FEMININO,NAO,30,SIM,ASSISTENCIA_MEDICA,4.0,BAIXO,4.0,Cat_6,D
6522,460208,MASCULINO,NAO,27,NAO,ARTISTA,9.0,BAIXO,8.0,Cat_6,D
6523,462151,FEMININO,NAO,35,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,B
6524,462853,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,2.0,Cat_6,D
6525,465239,MASCULINO,SIM,56,SIM,ARTISTA,0.0,MEDIO,3.0,Cat_6,B
6527,467508,FEMININO,NAO,25,NAO,DOUTOR,1.0,BAIXO,3.0,Cat_6,B
6529,466867,FEMININO,NAO,27,NAO,DONA_DE_CASA,14.0,BAIXO,1.0,Cat_6,D
6530,467738,MASCULINO,SIM,43,SIM,DOUTOR,3.0,MEDIO,2.0,Cat_6,B
6531,465590,MASCULINO,SIM,40,SIM,ARTISTA,1.0,MEDIO,5.0,Cat_6,A
6533,459805,FEMININO,SIM,45,NAO,ARTISTA,4.0,MEDIO,4.0,Cat_6,B
6534,465013,FEMININO,SIM,82,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,C
6535,459240,FEMININO,NAO,28,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,A
6536,462344,FEMININO,SIM,63,SIM,ARTISTA,0.0,ALTO,4.0,Cat_6,C
6537,460388,FEMININO,NAO,35,SIM,ARTISTA,13.0,BAIXO,2.0,Cat_6,B
6538,464218,FEMININO,SIM,89,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,A
6542,465955,MASCULINO,NAO,25,SIM,MARKETING,8.0,BAIXO,3.0,Cat_6,A
6544,462928,MASCULINO,SIM,49,SIM,ARTISTA,2.0,MEDIO,4.0,Cat_2,C
6545,460889,FEMININO,SIM,47,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
6546,459669,MASCULINO,SIM,30,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,B
6547,467849,FEMININO,SIM,40,SIM,DOUTOR,0.0,BAIXO,1.0,Cat_2,A
6548,466873,MASCULINO,SIM,39,SIM,ASSISTENCIA_MEDICA,7.0,MEDIO,5.0,Cat_3,A
6549,464837,MASCULINO,SIM,61,SIM,ARTISTA,1.0,MEDIO,5.0,Cat_4,B
6550,462581,FEMININO,NAO,28,NAO,ENGENHEIRO,1.0,BAIXO,4.0,Cat_4,A
6551,466237,MASCULINO,NAO,18,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_4,D
6552,462707,FEMININO,SIM,55,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,C
6553,467060,MASCULINO,NAO,39,NAO,ENGENHEIRO,5.0,BAIXO,2.0,Cat_6,D
6555,460281,FEMININO,NAO,29,SIM,DOUTOR,10.0,BAIXO,5.0,Cat_6,D
6556,460164,MASCULINO,SIM,66,NAO,ENGENHEIRO,1.0,BAIXO,2.0,Cat_6,A
6557,460431,FEMININO,NAO,46,SIM,ENGENHEIRO,1.0,BAIXO,1.0,Cat_6,D
6558,466901,FEMININO,SIM,52,SIM,ARTISTA,0.0,MEDIO,3.0,Cat_7,C
6559,463328,FEMININO,NAO,23,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,D
6560,462246,FEMININO,SIM,84,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,B
6561,462371,FEMININO,NAO,27,NAO,ASSISTENCIA_MEDICA,5.0,BAIXO,3.0,Cat_2,D
6562,462022,FEMININO,SIM,37,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_3,B
6563,460662,FEMININO,NAO,46,NAO,DONA_DE_CASA,9.0,BAIXO,1.0,Cat_6,D
6564,464022,FEMININO,NAO,22,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_6,D
6565,461819,MASCULINO,SIM,42,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
6566,465735,FEMININO,SIM,35,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_3,B
6567,462804,MASCULINO,SIM,39,NAO,EXECUTIVO,5.0,ALTO,3.0,Cat_4,D
6568,464138,FEMININO,NAO,27,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,B
6569,464224,MASCULINO,SIM,65,NAO,ENGENHEIRO,1.0,ALTO,2.0,Cat_6,B
6570,463289,FEMININO,SIM,39,SIM,ARTISTA,0.0,MEDIO,3.0,Cat_3,C
6572,462038,MASCULINO,NAO,31,SIM,ARTISTA,4.0,BAIXO,4.0,Cat_6,A
6573,463341,FEMININO,SIM,48,NAO,ENGENHEIRO,1.0,MEDIO,6.0,Cat_3,A
6574,463185,FEMININO,SIM,58,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_6,C
6576,464379,FEMININO,SIM,40,SIM,ENGENHEIRO,12.0,MEDIO,3.0,Cat_6,B
6577,464521,MASCULINO,NAO,26,NAO,DOUTOR,2.0,BAIXO,4.0,Cat_6,B
6578,459575,MASCULINO,NAO,35,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,A
6580,460003,MASCULINO,NAO,49,SIM,DOUTOR,5.0,BAIXO,1.0,Cat_6,D
6581,462226,MASCULINO,SIM,26,NAO,ARTISTA,7.0,BAIXO,4.0,Cat_4,A
6584,466675,FEMININO,SIM,49,SIM,ARTISTA,2.0,MEDIO,2.0,Cat_6,C
6585,461124,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,8.0,Cat_4,D
6586,464638,MASCULINO,NAO,39,SIM,ARTISTA,2.0,BAIXO,3.0,Cat_4,B
6587,462374,MASCULINO,SIM,37,SIM,EXECUTIVO,0.0,ALTO,4.0,Cat_6,B
6588,463526,MASCULINO,NAO,41,SIM,DOUTOR,0.0,BAIXO,1.0,Cat_6,A
6589,462912,FEMININO,NAO,26,SIM,DONA_DE_CASA,8.0,BAIXO,2.0,Cat_6,D
6590,462604,FEMININO,SIM,38,NAO,DOUTOR,1.0,MEDIO,3.0,Cat_4,A
6591,460708,MASCULINO,SIM,35,SIM,ARTISTA,0.0,BAIXO,3.0,Cat_6,C
6592,467015,MASCULINO,SIM,49,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
6594,467245,FEMININO,NAO,38,NAO,DOUTOR,0.0,BAIXO,1.0,Cat_6,C
6596,463619,MASCULINO,SIM,70,NAO,EXECUTIVO,1.0,ALTO,2.0,Cat_6,A
6597,467246,MASCULINO,NAO,21,NAO,DOUTOR,9.0,BAIXO,3.0,Cat_7,D
6598,462969,MASCULINO,SIM,58,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_3,B
6599,460959,FEMININO,NAO,28,NAO,ARTISTA,5.0,BAIXO,5.0,Cat_3,C
6600,461911,MASCULINO,SIM,57,NAO,EXECUTIVO,0.0,BAIXO,1.0,Cat_6,A
6601,459882,MASCULINO,SIM,37,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_6,B
6602,459632,FEMININO,SIM,52,NAO,MARKETING,1.0,ALTO,3.0,Cat_4,D
6603,462613,FEMININO,SIM,35,NAO,ENGENHEIRO,0.0,MEDIO,5.0,Cat_4,D
6604,466455,FEMININO,SIM,30,SIM,DOUTOR,4.0,BAIXO,2.0,Cat_6,D
6605,462394,MASCULINO,SIM,35,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
6606,462010,FEMININO,NAO,31,SIM,ARTISTA,14.0,BAIXO,3.0,Cat_2,A
6607,461371,MASCULINO,SIM,37,SIM,DOUTOR,0.0,MEDIO,2.0,Cat_6,A
6608,462376,MASCULINO,SIM,71,SIM,EXECUTIVO,0.0,ALTO,2.0,Cat_6,B
6609,459845,MASCULINO,SIM,66,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,1.0,Cat_4,D
6611,462583,MASCULINO,NAO,26,SIM,ARTISTA,0.0,BAIXO,4.0,Cat_4,D
6612,459858,FEMININO,NAO,31,NAO,ASSISTENCIA_MEDICA,8.0,BAIXO,4.0,Cat_6,D
6613,459091,MASCULINO,SIM,67,SIM,ARTISTA,0.0,MEDIO,6.0,Cat_1,B
6614,467135,FEMININO,SIM,51,SIM,ARTISTA,1.0,MEDIO,5.0,Cat_6,C
6615,460413,FEMININO,NAO,39,SIM,ARTISTA,7.0,BAIXO,1.0,Cat_6,B
6616,466206,FEMININO,SIM,60,SIM,ARTISTA,2.0,MEDIO,2.0,Cat_3,C
6618,467382,MASCULINO,SIM,36,SIM,DOUTOR,9.0,MEDIO,2.0,Cat_6,C
6620,463801,FEMININO,NAO,30,NAO,ENGENHEIRO,0.0,BAIXO,1.0,Cat_6,A
6623,460296,FEMININO,SIM,60,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,A
6624,463524,FEMININO,SIM,40,SIM,ARTISTA,6.0,MEDIO,2.0,Cat_6,C
6625,461775,FEMININO,SIM,83,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,B
6627,462833,MASCULINO,SIM,33,NAO,DOUTOR,0.0,MEDIO,5.0,Cat_6,D
6628,465506,MASCULINO,SIM,43,SIM,ENTRETENIMENTO,1.0,MEDIO,4.0,Cat_4,B
6629,463366,MASCULINO,SIM,71,NAO,ADVOGADO,0.0,BAIXO,5.0,Cat_3,D
6630,464987,MASCULINO,SIM,50,SIM,EXECUTIVO,1.0,ALTO,5.0,Cat_6,B
6631,459114,MASCULINO,SIM,57,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_6,C
6632,467928,MASCULINO,SIM,35,SIM,ARTISTA,2.0,MEDIO,2.0,Cat_6,C
6633,462881,FEMININO,SIM,66,SIM,ARTISTA,0.0,ALTO,3.0,Cat_6,B
6634,466524,FEMININO,SIM,46,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_3,B
6635,463191,MASCULINO,NAO,26,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,1.0,Cat_4,D
6636,460861,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_3,D
6637,465610,FEMININO,NAO,42,SIM,ARTISTA,8.0,BAIXO,2.0,Cat_6,C
6638,460206,FEMININO,SIM,40,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,B
6639,462876,MASCULINO,NAO,27,NAO,DOUTOR,0.0,BAIXO,4.0,Cat_1,D
6640,465333,FEMININO,SIM,37,SIM,ARTISTA,2.0,BAIXO,2.0,Cat_7,C
6642,460379,MASCULINO,NAO,35,SIM,ARTISTA,9.0,BAIXO,3.0,Cat_6,A
6643,462991,MASCULINO,NAO,28,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,1.0,Cat_6,D
6644,460307,MASCULINO,NAO,27,NAO,ENTRETENIMENTO,6.0,BAIXO,2.0,Cat_6,D
6645,464383,FEMININO,SIM,81,SIM,ADVOGADO,1.0,BAIXO,1.0,Cat_6,C
6646,467931,MASCULINO,NAO,25,SIM,DOUTOR,0.0,BAIXO,2.0,Cat_6,D
6647,466594,MASCULINO,SIM,72,SIM,EXECUTIVO,1.0,ALTO,2.0,Cat_6,C
6648,461200,FEMININO,NAO,33,SIM,DOUTOR,0.0,BAIXO,5.0,Cat_6,C
6649,465600,MASCULINO,SIM,40,SIM,ENGENHEIRO,7.0,BAIXO,2.0,Cat_3,B
6650,459688,MASCULINO,NAO,52,SIM,ARTISTA,3.0,BAIXO,1.0,Cat_6,B
6651,463549,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,D
6652,466696,FEMININO,SIM,48,SIM,ARTISTA,2.0,MEDIO,4.0,Cat_6,C
6653,462906,FEMININO,NAO,31,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,D
6654,461527,FEMININO,NAO,35,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,B
6655,461354,FEMININO,NAO,63,NAO,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_2,B
6658,461661,FEMININO,SIM,37,SIM,ARTISTA,7.0,MEDIO,2.0,Cat_2,C
6659,463532,FEMININO,SIM,67,SIM,ARTISTA,9.0,BAIXO,3.0,Cat_6,B
6660,465627,FEMININO,NAO,37,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,1.0,Cat_6,B
6661,465242,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,7.0,BAIXO,4.0,Cat_3,D
6662,465170,FEMININO,SIM,46,SIM,ENTRETENIMENTO,4.0,BAIXO,3.0,Cat_6,C
6663,467359,MASCULINO,SIM,41,SIM,ARTISTA,6.0,MEDIO,2.0,Cat_6,C
6664,460415,FEMININO,NAO,59,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,A
6666,459432,MASCULINO,SIM,84,SIM,ADVOGADO,0.0,BAIXO,3.0,Cat_6,A
6668,467141,MASCULINO,SIM,50,SIM,ARTISTA,1.0,BAIXO,3.0,Cat_6,A
6670,465035,FEMININO,SIM,74,SIM,ADVOGADO,12.0,ALTO,2.0,Cat_6,C
6671,461415,MASCULINO,NAO,48,SIM,ENTRETENIMENTO,0.0,BAIXO,3.0,Cat_6,A
6672,461957,MASCULINO,SIM,47,SIM,ENTRETENIMENTO,1.0,MEDIO,4.0,Cat_6,C
6673,465523,FEMININO,SIM,45,SIM,ENGENHEIRO,0.0,ALTO,5.0,Cat_6,C
6675,465279,MASCULINO,SIM,53,SIM,ASSISTENCIA_MEDICA,0.0,ALTO,4.0,Cat_6,A
6676,463782,FEMININO,NAO,29,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,A
6677,463243,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_6,D
6678,465489,FEMININO,NAO,50,SIM,ENGENHEIRO,1.0,BAIXO,5.0,Cat_6,A
6679,467100,FEMININO,NAO,42,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_2,B
6680,460154,MASCULINO,NAO,29,SIM,ENTRETENIMENTO,8.0,BAIXO,4.0,Cat_6,C
6682,464030,MASCULINO,NAO,18,NAO,ENTRETENIMENTO,1.0,BAIXO,4.0,Cat_6,D
6683,463220,MASCULINO,SIM,46,NAO,ENGENHEIRO,0.0,MEDIO,3.0,Cat_6,B
6685,467564,MASCULINO,SIM,72,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,B
6686,465113,MASCULINO,SIM,66,SIM,ADVOGADO,1.0,ALTO,2.0,Cat_4,C
6688,465965,FEMININO,SIM,41,NAO,MARKETING,8.0,BAIXO,2.0,Cat_6,A
6689,460907,MASCULINO,SIM,82,NAO,ADVOGADO,1.0,ALTO,3.0,Cat_6,A
6690,467314,MASCULINO,SIM,43,NAO,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
6691,459951,MASCULINO,SIM,53,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,A
6692,467295,MASCULINO,NAO,29,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_6,C
6693,466212,FEMININO,SIM,53,SIM,ARTISTA,0.0,MEDIO,3.0,Cat_6,C
6694,463533,FEMININO,SIM,87,SIM,ARTISTA,1.0,ALTO,2.0,Cat_2,C
6695,467890,MASCULINO,SIM,62,SIM,ENTRETENIMENTO,0.0,MEDIO,4.0,Cat_6,B
6696,467541,MASCULINO,SIM,43,SIM,ARTISTA,1.0,ALTO,3.0,Cat_6,A
6697,460183,MASCULINO,NAO,36,NAO,ENTRETENIMENTO,8.0,BAIXO,2.0,Cat_6,D
6698,463634,FEMININO,NAO,30,SIM,DOUTOR,0.0,BAIXO,3.0,Cat_6,A
6699,463100,FEMININO,NAO,37,NAO,DONA_DE_CASA,8.0,BAIXO,1.0,Cat_6,D
6700,460550,FEMININO,SIM,59,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_3,C
6701,465867,FEMININO,SIM,35,SIM,ARTISTA,8.0,ALTO,5.0,Cat_6,B
6702,462964,MASCULINO,SIM,39,NAO,ARTISTA,7.0,MEDIO,3.0,Cat_6,C
6703,466685,FEMININO,NAO,19,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,5.0,Cat_6,D
6705,463005,FEMININO,SIM,40,SIM,DONA_DE_CASA,10.0,MEDIO,2.0,Cat_4,B
6707,464796,MASCULINO,SIM,43,NAO,MARKETING,3.0,ALTO,4.0,Cat_4,A
6708,460682,MASCULINO,SIM,43,NAO,ARTISTA,6.0,BAIXO,2.0,Cat_3,B
6709,459744,MASCULINO,SIM,29,SIM,ARTISTA,9.0,MEDIO,2.0,Cat_6,B
6710,460084,FEMININO,NAO,27,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,2.0,Cat_6,D
6711,461119,FEMININO,NAO,23,NAO,ASSISTENCIA_MEDICA,6.0,BAIXO,3.0,Cat_3,D
6712,463441,MASCULINO,SIM,42,SIM,ARTISTA,8.0,ALTO,4.0,Cat_6,C
6713,466971,MASCULINO,NAO,65,SIM,EXECUTIVO,9.0,BAIXO,3.0,Cat_6,D
6714,463208,MASCULINO,SIM,57,SIM,EXECUTIVO,1.0,MEDIO,5.0,Cat_6,C
6715,467877,FEMININO,SIM,46,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
6716,464471,MASCULINO,SIM,30,SIM,DOUTOR,0.0,BAIXO,3.0,Cat_6,D
6717,467360,MASCULINO,SIM,51,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,B
6718,461576,MASCULINO,SIM,39,SIM,ARTISTA,10.0,BAIXO,2.0,Cat_4,C
6719,461966,FEMININO,NAO,41,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,C
6720,463398,MASCULINO,NAO,29,NAO,MARKETING,9.0,BAIXO,4.0,Cat_3,C
6721,466096,MASCULINO,SIM,76,SIM,ADVOGADO,0.0,BAIXO,2.0,Cat_4,B
6723,461082,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,8.0,BAIXO,4.0,Cat_1,D
6724,465942,FEMININO,SIM,33,SIM,MARKETING,8.0,ALTO,2.0,Cat_6,D
6725,464354,FEMININO,NAO,43,SIM,ENGENHEIRO,3.0,BAIXO,2.0,Cat_4,A
6726,464252,MASCULINO,SIM,35,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_6,C
6727,463463,MASCULINO,SIM,32,NAO,DOUTOR,0.0,BAIXO,2.0,Cat_6,A
6728,465592,MASCULINO,SIM,65,SIM,ENTRETENIMENTO,1.0,BAIXO,1.0,Cat_6,B
6729,462214,MASCULINO,SIM,49,NAO,DOUTOR,1.0,BAIXO,2.0,Cat_4,D
6730,466707,FEMININO,SIM,48,SIM,DONA_DE_CASA,1.0,BAIXO,4.0,Cat_6,B
6731,459956,FEMININO,SIM,39,SIM,ASSISTENCIA_MEDICA,8.0,MEDIO,2.0,Cat_6,D
6732,460847,MASCULINO,NAO,27,SIM,ARTISTA,1.0,BAIXO,3.0,Cat_6,A
6734,462816,MASCULINO,SIM,76,NAO,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_6,D
6735,461979,MASCULINO,SIM,35,SIM,ARTISTA,9.0,MEDIO,2.0,Cat_6,C
6736,467170,MASCULINO,SIM,35,SIM,ARTISTA,8.0,BAIXO,4.0,Cat_7,A
6737,462609,FEMININO,SIM,48,NAO,DOUTOR,4.0,BAIXO,1.0,Cat_4,D
6738,466332,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_2,D
6739,459594,FEMININO,SIM,42,SIM,ARTISTA,5.0,BAIXO,1.0,Cat_6,A
6740,464147,MASCULINO,SIM,41,SIM,ARTISTA,0.0,ALTO,3.0,Cat_6,C
6742,464119,MASCULINO,SIM,36,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
6743,463310,MASCULINO,SIM,60,SIM,ENTRETENIMENTO,0.0,BAIXO,2.0,Cat_3,A
6744,465706,FEMININO,SIM,46,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,C
6746,466174,FEMININO,NAO,20,NAO,ASSISTENCIA_MEDICA,8.0,BAIXO,4.0,Cat_2,D
6747,463596,FEMININO,NAO,31,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,C
6748,465455,MASCULINO,NAO,26,NAO,DOUTOR,0.0,BAIXO,2.0,Cat_6,D
6749,462867,MASCULINO,SIM,28,NAO,ARTISTA,1.0,BAIXO,2.0,Cat_6,A
6750,459140,FEMININO,NAO,18,NAO,ASSISTENCIA_MEDICA,7.0,BAIXO,6.0,Cat_6,D
6751,464295,FEMININO,NAO,30,NAO,ASSISTENCIA_MEDICA,7.0,BAIXO,6.0,Cat_4,C
6752,460067,FEMININO,NAO,39,SIM,ENTRETENIMENTO,11.0,BAIXO,1.0,Cat_6,A
6753,467222,MASCULINO,SIM,74,SIM,ENTRETENIMENTO,1.0,MEDIO,2.0,Cat_6,A
6754,461482,FEMININO,NAO,52,SIM,ARTISTA,9.0,BAIXO,1.0,Cat_6,C
6757,463722,MASCULINO,SIM,55,SIM,EXECUTIVO,9.0,ALTO,2.0,Cat_6,C
6758,462278,MASCULINO,NAO,31,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,C
6759,463799,FEMININO,NAO,41,SIM,ARTISTA,0.0,BAIXO,4.0,Cat_2,B
6760,464259,MASCULINO,SIM,59,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_6,B
6761,467159,FEMININO,SIM,39,SIM,DONA_DE_CASA,8.0,ALTO,2.0,Cat_6,D
6763,462003,MASCULINO,SIM,79,NAO,ADVOGADO,9.0,BAIXO,3.0,Cat_6,D
6765,464298,MASCULINO,NAO,26,NAO,DOUTOR,1.0,BAIXO,1.0,Cat_6,A
6766,465039,FEMININO,SIM,88,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,B
6767,467973,FEMININO,SIM,66,SIM,ENGENHEIRO,0.0,MEDIO,3.0,Cat_6,A
6769,461721,MASCULINO,NAO,26,SIM,ENTRETENIMENTO,7.0,BAIXO,5.0,Cat_5,D
6770,463166,FEMININO,NAO,41,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_4,A
6771,465944,FEMININO,SIM,36,NAO,ENGENHEIRO,4.0,ALTO,3.0,Cat_7,A
6772,461061,FEMININO,NAO,38,SIM,ENGENHEIRO,3.0,BAIXO,1.0,Cat_2,B
6773,463010,MASCULINO,SIM,81,NAO,EXECUTIVO,0.0,BAIXO,1.0,Cat_6,D
6774,464756,FEMININO,NAO,25,NAO,ENGENHEIRO,5.0,BAIXO,3.0,Cat_4,B
6776,464006,MASCULINO,NAO,32,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,5.0,Cat_6,B
6777,461206,MASCULINO,NAO,28,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,1.0,Cat_6,D
6778,466216,MASCULINO,NAO,29,NAO,ENTRETENIMENTO,1.0,BAIXO,4.0,Cat_4,A
6779,463690,FEMININO,NAO,28,NAO,ASSISTENCIA_MEDICA,7.0,BAIXO,4.0,Cat_6,D
6780,465929,MASCULINO,NAO,26,SIM,ASSISTENCIA_MEDICA,8.0,BAIXO,5.0,Cat_6,D
6781,461736,MASCULINO,SIM,47,SIM,ENTRETENIMENTO,1.0,MEDIO,4.0,Cat_6,C
6782,460402,FEMININO,SIM,50,SIM,DOUTOR,1.0,BAIXO,2.0,Cat_7,A
6783,467367,MASCULINO,SIM,70,SIM,ADVOGADO,1.0,BAIXO,2.0,Cat_6,B
6785,464918,MASCULINO,NAO,39,NAO,ARTISTA,1.0,BAIXO,1.0,Cat_4,D
6786,461639,MASCULINO,SIM,60,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,A
6787,464254,MASCULINO,SIM,63,SIM,ENTRETENIMENTO,0.0,MEDIO,3.0,Cat_6,C
6788,462579,FEMININO,SIM,68,NAO,ADVOGADO,1.0,BAIXO,2.0,Cat_4,B
6789,466976,MASCULINO,SIM,47,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,B
6790,467079,MASCULINO,SIM,40,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
6791,467724,MASCULINO,SIM,46,NAO,ARTISTA,1.0,ALTO,3.0,Cat_6,B
6792,459792,MASCULINO,SIM,42,SIM,ARTISTA,6.0,BAIXO,3.0,Cat_6,A
6793,464789,FEMININO,SIM,48,SIM,ARTISTA,0.0,MEDIO,5.0,Cat_4,B
6794,467143,FEMININO,NAO,53,NAO,ADVOGADO,1.0,BAIXO,3.0,Cat_6,D
6795,464370,MASCULINO,SIM,65,SIM,ENTRETENIMENTO,0.0,MEDIO,2.0,Cat_6,B
6796,459415,MASCULINO,NAO,26,NAO,DOUTOR,0.0,BAIXO,4.0,Cat_6,A
6797,459387,MASCULINO,NAO,35,SIM,DOUTOR,0.0,BAIXO,1.0,Cat_6,D
6798,467895,FEMININO,NAO,27,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,C
6799,459838,FEMININO,SIM,86,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,C
6800,463695,FEMININO,NAO,30,SIM,DOUTOR,1.0,BAIXO,4.0,Cat_2,A
6801,464512,MASCULINO,SIM,43,NAO,EXECUTIVO,8.0,BAIXO,3.0,Cat_6,A
